РУС	Unnamed: 1
установить	тургузар
край	оран
ошибка	частырыг
церковь	хүрээ
вызвать	кыйгыртыр
состав	тургузуу
объяснить	тайылбырлаар
разве	та
сюда	бээр
сообщить	дыңнадыр
чтоб	дээш
прошлый	эрткен
столько	ол хире
л	л
понятие	билиишкин
длинный	узун
поддержка	деткимче
